interaction_id,user_id,session_id,turn_index,timestamp,support_mode,fragment,fragment_word_count,pause_intervals,repetition_detected,camera_enabled,visible_objects,pointing_target,pointing_confidence,candidate_1,candidate_2,candidate_3,top1_before_learning,confirmed_text,user_feedback,reward,memory_similarity,learned_rank_score,policy_version,split
i_02281,user_02,user_02_s07,57,1700084397,aphasia_word_finding,uh... stuck... stuck...,3,1.4;2.4,0,1,charger;help,help,0.6,I need my blanket.,I need my charger.,I need help.,I need my charger.,I need help.,rejected,-1,0.599,0.76,4,train
i_02282,user_03,user_03_s07,57,1700084434,aphasia_word_finding,can we... cannot...,3,2.3;1.2,0,0,,,0.0,I need my charger.,I need my jacket.,I need help.,I need help.,I need help.,accepted,1,0.95,0.685,13,train
i_02283,user_04,user_04_s07,57,1700084471,prefer_not_to_say,can you get... tired...,4,2.8,1,0,,,0.0,I need some water.,I need a break.,I need my tablet.,I need some water.,I need a break.,rejected,-1,0.652,0.596,4,train
i_02284,user_05,user_05_s07,57,1700084508,aac,can you get... crowd...,4,2.7;2.5,0,1,glasses;alone,,0.0,I want to be alone for a bit.,I need my jacket.,I need my glasses.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.827,0.648,5,train
i_02285,user_06,user_06_s07,57,1700084545,autism_neurodivergent,can we... crowd...,3,1.0,1,0,,,0.0,I need my charger.,I need my tablet.,I want to be alone for a bit.,I need my charger.,I want to be alone for a bit.,rejected,-1,0.492,0.548,3,train
i_02286,user_07,user_07_s07,57,1700084582,aphasia_word_finding,I need... that... crowd...,4,2.4;2.4,0,1,alone;blanket,,0.0,I want to be alone for a bit.,I need my blanket.,I need some water.,I need some water.,I want to be alone for a bit.,rejected,-1,0.592,0.578,4,train
i_02287,user_08,user_08_s07,57,1700084619,cognitive_fatigue,I need... screen...,3,2.0;1.2,1,1,tablet;phone,,0.0,I need my keys.,I need my phone.,I need my tablet.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.685,8,train
i_02288,user_09,user_09_s07,57,1700084656,autism_neurodivergent,I want... that... crowd...,4,2.5,0,1,alone;headphones,,0.0,I need my headphones.,I want to be alone for a bit.,I need my phone.,I need my headphones.,I want to be alone for a bit.,rejected,-1,0.95,0.685,6,train
i_02289,user_10,user_10_s07,57,1700084693,autism_neurodivergent,uh... drink... drink...,3,2.4;1.8,0,1,glasses;water,water,0.7,I need my phone.,I need my glasses.,I need some water.,I need some water.,I need some water.,accepted,1,0.95,0.895,8,train
i_02290,user_11,user_11_s07,57,1700084730,aac,noise...,1,2.0;2.6,0,0,,,0.0,I need my phone.,I need my glasses.,It is too loud.,I need my phone.,It is too loud.,rejected,-1,0.95,0.685,7,train
i_02291,user_12,user_12_s07,57,1700084767,aac,can you get... screen...,4,1.5,1,1,headphones;tablet,,0.0,I need my tablet.,I need my notebook.,I need my headphones.,I need my headphones.,I need my tablet.,rejected,-1,0.95,0.685,6,train
i_02292,user_13,user_13_s07,57,1700084804,aac,much...,1,2.7;1.9,0,1,break;phone,,0.0,I need my phone.,I need a break.,I need my blanket.,I need a break.,I need a break.,accepted,1,0.95,0.685,9,train
i_02293,user_14,user_14_s07,57,1700084841,cognitive_fatigue,I need... that... go...,4,2.3,1,0,,,0.0,I need my headphones.,I need my blanket.,I want to leave.,I need my headphones.,I want to leave.,rejected,-1,0.95,0.685,9,train
i_02294,user_15,user_15_s07,57,1700084878,cognitive_fatigue,can we... warm...,3,1.4;1.8,0,0,,,0.0,I need my blanket.,I need my jacket.,I need my keys.,I need my keys.,I need my jacket.,rejected,-1,0.45,0.535,3,train
i_02295,user_16,user_16_s07,57,1700084915,cognitive_fatigue,can you get... people...,4,1.0,0,1,alone;blanket,alone,0.94,I need my phone.,I want to be alone for a bit.,I need my blanket.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.967,10,train
i_02296,user_17,user_17_s07,57,1700084952,aphasia_word_finding,I want... that... thing...,4,2.5,0,1,headphones;jacket,,0.0,I need my phone.,I need my jacket.,I need my headphones.,I need my jacket.,I need my headphones.,rejected,-1,0.141,0.442,1,train
i_02297,user_18,user_18_s07,57,1700084989,cognitive_fatigue,I need... people...,3,2.0,1,1,charger;alone,alone,0.7,I want to be alone for a bit.,I need my charger.,I need my blanket.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.895,7,train
i_02298,user_19,user_19_s07,57,1700085026,aphasia_word_finding,uh... black... black...,3,2.3,0,1,phone;blanket,,0.0,I need my blanket.,I need my keys.,I need my phone.,I need my blanket.,I need my phone.,rejected,-1,0.95,0.685,9,train
i_02299,user_20,user_20_s07,57,1700085063,prefer_not_to_say,I want... that... door...,4,1.5,1,0,,,0.0,I need my headphones.,I need my phone.,I need my keys.,I need my headphones.,I need my keys.,rejected,-1,0.686,0.606,4,train
i_02300,user_21,user_21_s07,57,1700085100,aphasia_word_finding,I need... that... much...,4,0.8;2.7,0,1,break;glasses,break,0.55,I need my blanket.,I need my glasses.,I need a break.,I need a break.,I need a break.,accepted,1,0.454,0.701,3,train
i_02301,user_22,user_22_s07,57,1700085137,cognitive_fatigue,can we... out...,3,0.6,0,1,keys;leave,leave,0.85,I need my keys.,I need my jacket.,I want to leave.,I want to leave.,I want to leave.,accepted,1,0.786,0.891,5,train
i_02302,user_23,user_23_s07,57,1700085174,aac,cup...,1,2.6;2.3,0,1,water;keys,water,0.85,I need my blanket.,I need my keys.,I need some water.,I need my blanket.,I need some water.,rejected,-1,0.95,0.94,10,train
i_02303,user_24,user_24_s07,57,1700085211,prefer_not_to_say,uh... door... door...,3,2.1;1.1,0,0,,,0.0,I need some water.,I need my charger.,I need my keys.,I need my charger.,I need my keys.,rejected,-1,0.95,0.685,7,train
i_02304,user_25,user_25_s07,57,1700085248,cognitive_fatigue,I want... that... see...,4,1.3,0,1,glasses;blanket,glasses,0.83,I need my glasses.,I need my blanket.,I need my headphones.,I need my glasses.,I need my glasses.,accepted,1,0.604,0.83,4,train
i_02305,user_26,user_26_s07,57,1700085285,cognitive_fatigue,I need... that... door...,4,1.2,0,1,jacket;keys,keys,0.58,I need my jacket.,I need my keys.,I need my notebook.,I need my keys.,I need my keys.,accepted,1,0.111,0.607,1,train
i_02306,user_27,user_27_s07,57,1700085322,prefer_not_to_say,cable...,1,0.7;2.5,0,1,headphones;charger,,0.0,I need my headphones.,I need my glasses.,I need my charger.,I need my glasses.,I need my charger.,rejected,-1,0.789,0.637,5,train
i_02307,user_28,user_28_s07,57,1700085359,prefer_not_to_say,blue...,1,0.8,0,0,,,0.0,I need my blanket.,I need my notebook.,I need my jacket.,I need my jacket.,I need my notebook.,rejected,-1,0.95,0.685,6,train
i_02308,user_29,user_29_s07,57,1700085396,aphasia_word_finding,uh... coat... coat...,3,1.9;1.2,0,0,,,0.0,I need my glasses.,I need my jacket.,I need some water.,I need my jacket.,I need my jacket.,accepted,1,0.116,0.435,1,train
i_02309,user_30,user_30_s07,57,1700085433,other,I need... tired...,3,1.5;2.6,0,1,break;charger,break,0.8,I need my charger.,I need my tablet.,I need a break.,I need a break.,I need a break.,accepted,1,0.491,0.787,3,train
i_02310,user_31,user_31_s07,57,1700085470,cognitive_fatigue,I want... that... blue...,4,1.4;1.1,0,1,notebook;glasses,notebook,0.74,I need my notebook.,I need my jacket.,I need my glasses.,I need my notebook.,I need my notebook.,accepted,1,0.112,0.656,1,train
i_02311,user_32,user_32_s07,57,1700085507,cognitive_fatigue,can we... metal...,3,0.7,0,1,keys;phone,,0.0,I need my keys.,I need my blanket.,I need my phone.,I need my phone.,I need my keys.,rejected,-1,0.95,0.685,10,train
i_02312,user_33,user_33_s07,57,1700085544,other,can we... much...,3,1.4;1.2,0,1,break;glasses,break,0.9,I need my glasses.,I need my jacket.,I need a break.,I need a break.,I need a break.,accepted,1,0.95,0.955,6,train
i_02313,user_34,user_34_s07,57,1700085581,speech_language,I want... that... thing...,4,2.6,0,1,notebook;headphones,headphones,0.9,I need my tablet.,I need my notebook.,I need my headphones.,I need my tablet.,I need my headphones.,rejected,-1,0.626,0.858,4,train
i_02314,user_35,user_35_s07,57,1700085618,aphasia_word_finding,can we... stop...,3,0.8,0,1,keys;break,,0.0,I need a break.,I need my keys.,I need my blanket.,I need a break.,I need a break.,accepted,1,0.95,0.685,9,train
i_02315,user_36,user_36_s07,57,1700085655,cognitive_fatigue,I want... that... cold...,4,1.2;1.7,0,0,,,0.0,I need my blanket.,I need my glasses.,I need my notebook.,I need my notebook.,I need my blanket.,rejected,-1,0.5,0.55,3,train
i_02316,user_37,user_37_s07,57,1700085692,autism_neurodivergent,blue...,1,0.9,0,1,headphones;tablet,,0.0,I need my tablet.,I need my headphones.,I need my blanket.,I need my tablet.,I need my headphones.,rejected,-1,0.249,0.475,2,train
i_02317,user_38,user_38_s07,57,1700085729,autism_neurodivergent,I need... cup...,3,1.4;1.6,0,1,water;headphones,water,0.74,I need my keys.,I need my headphones.,I need some water.,I need some water.,I need some water.,accepted,1,0.95,0.907,7,train
i_02318,user_39,user_39_s07,57,1700085766,prefer_not_to_say,can you get... crowd...,4,2.4,0,0,,,0.0,I need my charger.,I need my tablet.,I want to be alone for a bit.,I need my charger.,I want to be alone for a bit.,rejected,-1,0.95,0.685,11,train
i_02319,user_40,user_40_s07,57,1700085803,prefer_not_to_say,I need... that... noise...,4,1.7,0,1,quiet;charger,,0.0,I need my notebook.,I need my charger.,It is too loud.,I need my notebook.,It is too loud.,rejected,-1,0.95,0.685,6,train
i_02320,user_01,user_01_s07,58,1700085840,prefer_not_to_say,I... um... cable...,3,2.1,0,1,keys;charger,charger,0.77,I need my tablet.,I need my keys.,I need my charger.,I need my charger.,I need my charger.,accepted,1,0.95,0.916,6,train
i_02321,user_02,user_02_s07,58,1700085877,aphasia_word_finding,can we... book...,3,2.7,0,1,notebook;charger,,0.0,I need my notebook.,I need my jacket.,I need my charger.,I need my notebook.,I need my notebook.,accepted,1,0.95,0.685,6,train
i_02322,user_03,user_03_s07,58,1700085914,aphasia_word_finding,I... um... much...,3,2.2,0,0,,,0.0,I need my charger.,I need my notebook.,It is too loud.,I need my charger.,It is too loud.,rejected,-1,0.95,0.685,7,train
i_02323,user_04,user_04_s07,58,1700085951,prefer_not_to_say,can you get... much...,4,1.6;2.3,0,0,,,0.0,I need some water.,I need my glasses.,I need a break.,I need some water.,I need a break.,rejected,-1,0.781,0.634,5,train
i_02324,user_05,user_05_s07,58,1700085988,aac,uh... thing... thing...,3,1.6;2.5,0,1,phone;tablet,phone,0.59,I need my phone.,I need my blanket.,I need my tablet.,I need my phone.,I need my phone.,accepted,1,0.95,0.862,13,train
i_02325,user_06,user_06_s07,58,1700086025,autism_neurodivergent,I need... book...,3,1.8,0,1,tablet;notebook,,0.0,I need my tablet.,I need my notebook.,I need my blanket.,I need my tablet.,I need my notebook.,rejected,-1,0.824,0.647,5,train
i_02326,user_07,user_07_s07,58,1700086062,aphasia_word_finding,I... um... blue...,3,1.6;2.7,0,1,water;notebook,,0.0,I need my phone.,I need my notebook.,I need some water.,I need my phone.,I need my notebook.,rejected,-1,0.95,0.685,7,train
i_02327,user_08,user_08_s07,58,1700086099,cognitive_fatigue,I need... that... loud...,4,0.8,0,1,quiet;blanket,,0.0,I need my blanket.,I need my jacket.,It is too loud.,I need my blanket.,It is too loud.,rejected,-1,0.95,0.685,7,train
i_02328,user_09,user_09_s07,58,1700086136,autism_neurodivergent,thing...,1,2.5,0,1,headphones;water,headphones,0.78,I need some water.,I need my notebook.,I need my headphones.,I need my headphones.,I need my headphones.,accepted,1,0.95,0.919,6,train
i_02329,user_10,user_10_s07,58,1700086173,autism_neurodivergent,blue...,1,2.0,0,1,notebook;glasses,,0.0,I need my glasses.,I need my notebook.,I need my keys.,I need my glasses.,I need my notebook.,rejected,-1,0.416,0.525,3,train
i_02330,user_11,user_11_s07,58,1700086210,aac,out...,1,1.8;1.2,0,1,leave;jacket,leave,0.64,I want to leave.,I need my jacket.,I need some water.,I want to leave.,I want to leave.,accepted,1,0.95,0.877,9,train
i_02331,user_12,user_12_s07,58,1700086247,aac,I need... tired...,3,1.8;2.5,1,1,charger;break,break,0.6,I need a break.,I need my charger.,I need some water.,I need a break.,I need a break.,accepted,1,0.771,0.811,5,train
i_02332,user_13,user_13_s07,58,1700086284,aac,stuck...,1,2.4;1.0,0,1,help;phone,help,0.56,I need my phone.,I need my tablet.,I need help.,I need help.,I need help.,accepted,1,0.95,0.853,8,train
i_02333,user_14,user_14_s07,58,1700086321,cognitive_fatigue,can you get... cannot...,4,2.0,1,1,help;keys,help,0.81,I need help.,I need my keys.,I need my jacket.,I need help.,I need help.,accepted,1,0.42,0.769,3,train
i_02334,user_15,user_15_s07,58,1700086358,cognitive_fatigue,I... um... blue...,3,1.1,0,1,headphones;charger,,0.0,I need my charger.,I need my headphones.,I need some water.,I need some water.,I need my headphones.,rejected,-1,0.95,0.685,8,train
i_02335,user_16,user_16_s07,58,1700086395,cognitive_fatigue,can you get... read...,4,1.0;1.8,0,1,glasses;headphones,,0.0,I need my glasses.,I need my headphones.,I need my notebook.,I need my glasses.,I need my glasses.,accepted,1,0.95,0.685,11,train
i_02336,user_17,user_17_s07,58,1700086432,aphasia_word_finding,uh... cannot... cannot...,3,2.0,0,0,,,0.0,I need my headphones.,I need help.,I need some water.,I need help.,I need help.,accepted,1,0.95,0.685,8,train
i_02337,user_18,user_18_s07,58,1700086469,cognitive_fatigue,I want... that... cable...,4,2.8;1.6,0,1,charger;glasses,,0.0,I need my charger.,I need my keys.,I need my glasses.,I need my charger.,I need my charger.,accepted,1,0.95,0.685,6,train
i_02338,user_19,user_19_s07,58,1700086506,aphasia_word_finding,drink...,1,0.9,1,0,,,0.0,I need some water.,I need my tablet.,I need my phone.,I need some water.,I need some water.,accepted,1,0.95,0.685,7,train
i_02339,user_20,user_20_s07,58,1700086543,prefer_not_to_say,can we... metal...,3,0.7;2.3,0,1,phone;keys,,0.0,I need my phone.,I need my keys.,I need my charger.,I need my keys.,I need my keys.,accepted,1,0.861,0.658,5,train
i_02340,user_21,user_21_s07,58,1700086580,aphasia_word_finding,tired...,1,2.5;1.5,0,0,,,0.0,I need my jacket.,I need a break.,I need my tablet.,I need my jacket.,I need a break.,rejected,-1,0.634,0.59,4,train
i_02341,user_22,user_22_s07,58,1700086617,cognitive_fatigue,can we... metal...,3,1.3,0,0,,,0.0,I need my headphones.,I need my jacket.,I need my keys.,I need my headphones.,I need my keys.,rejected,-1,0.49,0.547,3,train
i_02342,user_23,user_23_s07,58,1700086654,aac,I... um... stuck...,3,0.9,0,1,keys;help,,0.0,I need my phone.,I need help.,I need my keys.,I need my phone.,I need help.,rejected,-1,0.95,0.685,10,train
i_02343,user_24,user_24_s07,58,1700086691,prefer_not_to_say,I need... that... out...,4,1.5,0,1,leave;headphones,,0.0,I need my headphones.,I need my jacket.,I want to leave.,I want to leave.,I want to leave.,accepted,1,0.864,0.659,5,train
i_02344,user_25,user_25_s07,58,1700086728,cognitive_fatigue,I need... stop...,3,1.4,1,0,,,0.0,I need a break.,I need my notebook.,I need my charger.,I need a break.,I need a break.,accepted,1,0.95,0.685,6,train
i_02345,user_26,user_26_s07,58,1700086765,cognitive_fatigue,I need... app...,3,2.2,0,0,,,0.0,I need my tablet.,I need my jacket.,I need my notebook.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.685,9,train
i_02346,user_27,user_27_s07,58,1700086802,prefer_not_to_say,can you get... door...,4,2.2,1,1,tablet;keys,,0.0,I need my glasses.,I need my tablet.,I need my keys.,I need my keys.,I need my keys.,accepted,1,0.95,0.685,6,train
i_02347,user_28,user_28_s07,58,1700086839,prefer_not_to_say,I need... that... much...,4,1.8;2.6,0,1,keys;break,,0.0,I need my keys.,I need a break.,I need my tablet.,I need my keys.,I need a break.,rejected,-1,0.95,0.685,7,train
i_02348,user_29,user_29_s07,58,1700086876,aphasia_word_finding,I want... that... people...,4,1.0;1.4,0,1,alone;keys,alone,0.72,I need my keys.,I need my blanket.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.901,8,train
i_02349,user_30,user_30_s07,58,1700086913,other,I need... metal...,3,2.8,0,1,keys;glasses,keys,0.66,I need my keys.,I need my glasses.,I need my headphones.,I need my keys.,I need my keys.,accepted,1,0.95,0.883,9,train
i_02350,user_31,user_31_s07,58,1700086950,cognitive_fatigue,I need... that... metal...,4,1.8;2.4,0,1,keys;headphones,,0.0,I need my tablet.,I need my keys.,I need my headphones.,I need my headphones.,I need my keys.,rejected,-1,0.282,0.485,2,train
i_02351,user_32,user_32_s07,58,1700086987,cognitive_fatigue,I want... that... home...,4,1.3,0,1,jacket;leave,leave,0.55,I need some water.,I need my jacket.,I want to leave.,I want to leave.,I want to leave.,accepted,1,0.95,0.85,10,train
i_02352,user_33,user_33_s07,58,1700087024,other,can we... warm...,3,2.0,0,0,,,0.0,I need my charger.,I need my headphones.,I need my jacket.,I need my charger.,I need my jacket.,rejected,-1,0.089,0.427,1,train
i_02353,user_34,user_34_s07,58,1700087061,speech_language,I need... black...,3,1.8;2.8,0,1,phone;jacket,phone,0.94,I need my phone.,I need my notebook.,I need my jacket.,I need my notebook.,I need my phone.,rejected,-1,0.95,0.967,6,train
i_02354,user_35,user_35_s07,58,1700087098,aphasia_word_finding,can we... people...,3,2.4,0,1,tablet;alone,,0.0,I need my tablet.,I want to be alone for a bit.,I need my headphones.,I need my headphones.,I want to be alone for a bit.,rejected,-1,0.95,0.685,7,train
i_02355,user_36,user_36_s07,58,1700087135,cognitive_fatigue,I... um... much...,3,0.6,0,1,quiet;blanket,quiet,0.73,It is too loud.,I need my blanket.,I need my charger.,I need my blanket.,It is too loud.,rejected,-1,0.95,0.904,10,train
i_02356,user_37,user_37_s07,58,1700087172,autism_neurodivergent,I want... that... people...,4,1.9,1,1,alone;blanket,alone,0.67,I need my blanket.,I need some water.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.886,9,train
i_02357,user_38,user_38_s07,58,1700087209,autism_neurodivergent,I need... cup...,3,1.8,1,1,water;tablet,,0.0,I need my tablet.,I need my jacket.,I need some water.,I need my tablet.,I need some water.,rejected,-1,0.95,0.685,8,train
i_02358,user_39,user_39_s07,58,1700087246,prefer_not_to_say,I need... crowd...,3,2.6,0,1,alone;notebook,alone,0.75,I want to be alone for a bit.,I need my notebook.,I need my headphones.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.91,12,train
i_02359,user_40,user_40_s07,58,1700087283,prefer_not_to_say,loud...,1,1.7;2.4,0,0,,,0.0,I need my glasses.,It is too loud.,I need some water.,I need some water.,It is too loud.,rejected,-1,0.95,0.685,7,train
i_02360,user_01,user_01_s07,59,1700087320,prefer_not_to_say,I want... that... home...,4,1.7,0,0,,,0.0,I need my blanket.,I want to leave.,I need my charger.,I need my blanket.,I want to leave.,rejected,-1,0.855,0.657,5,train
i_02361,user_02,user_02_s07,59,1700087357,aphasia_word_finding,soft...,1,2.7;2.6,0,1,charger;blanket,,0.0,I need my blanket.,I need my glasses.,I need my charger.,I need my blanket.,I need my blanket.,accepted,1,0.95,0.685,6,train
i_02362,user_03,user_03_s07,59,1700087394,aphasia_word_finding,can you get... crowd...,4,2.8,0,1,headphones;alone,,0.0,I want to be alone for a bit.,I need my notebook.,I need my headphones.,I need my headphones.,I want to be alone for a bit.,rejected,-1,0.507,0.552,3,train
i_02363,user_04,user_04_s07,59,1700087431,prefer_not_to_say,I want... that... stuck...,4,1.4,0,0,,,0.0,I need help.,I need my keys.,I need my blanket.,I need help.,I need help.,accepted,1,0.95,0.685,12,train
i_02364,user_05,user_05_s07,59,1700087468,aac,I want... that... out...,4,2.6,0,0,,,0.0,I need my jacket.,I need my keys.,I want to leave.,I need my keys.,I want to leave.,rejected,-1,0.95,0.685,8,train
i_02365,user_06,user_06_s07,59,1700087505,autism_neurodivergent,I need... that... cold...,4,0.7,0,1,blanket;notebook,blanket,0.69,I need my phone.,I need my blanket.,I need my notebook.,I need my blanket.,I need my blanket.,accepted,1,0.95,0.892,7,train
i_02366,user_07,user_07_s07,59,1700087542,aphasia_word_finding,can you get... stuck...,4,2.5;2.2,0,0,,,0.0,I need my keys.,I need help.,I need my tablet.,I need my tablet.,I need help.,rejected,-1,0.95,0.685,10,train
i_02367,user_08,user_08_s07,59,1700087579,cognitive_fatigue,uh... warm... warm...,3,1.3;1.4,0,1,water;jacket,,0.0,I need some water.,I need my blanket.,I need my jacket.,I need some water.,I need my jacket.,rejected,-1,0.266,0.48,2,train
i_02368,user_09,user_09_s07,59,1700087616,autism_neurodivergent,I need... that... blue...,4,2.0;0.6,0,1,jacket;notebook,notebook,0.56,I need my notebook.,I need my jacket.,I need some water.,I need my notebook.,I need my notebook.,accepted,1,0.078,0.591,1,train
i_02369,user_10,user_10_s07,59,1700087653,autism_neurodivergent,can we... drink...,3,2.6;1.4,1,0,,,0.0,I need my jacket.,I need some water.,I need my glasses.,I need my glasses.,I need some water.,rejected,-1,0.95,0.685,9,train
i_02370,user_11,user_11_s07,59,1700087690,aac,uh... much... much...,3,0.8;2.3,0,1,break;water,break,0.61,I need a break.,I need my blanket.,I need some water.,I need my blanket.,I need a break.,rejected,-1,0.95,0.868,8,train
i_02371,user_12,user_12_s07,59,1700087727,aac,I want... that... noise...,4,2.1;1.6,1,1,quiet;charger,quiet,0.62,It is too loud.,I need my charger.,I need some water.,It is too loud.,It is too loud.,accepted,1,0.95,0.871,8,train
i_02372,user_13,user_13_s07,59,1700087764,aac,can we... tired...,3,1.3;2.0,1,0,,,0.0,I need a break.,I need my blanket.,I need my notebook.,I need my blanket.,I need a break.,rejected,-1,0.95,0.685,10,train
i_02373,user_14,user_14_s07,59,1700087801,cognitive_fatigue,can you get... stuck...,4,0.9,0,0,,,0.0,I need some water.,I need my headphones.,I need help.,I need my headphones.,I need help.,rejected,-1,0.653,0.596,4,train
i_02374,user_15,user_15_s07,59,1700087838,cognitive_fatigue,cannot...,1,0.9,0,0,,,0.0,I need my jacket.,I need my phone.,I need help.,I need help.,I need help.,accepted,1,0.95,0.685,8,train
i_02375,user_16,user_16_s07,59,1700087875,cognitive_fatigue,can you get... cannot...,4,1.3,0,1,notebook;help,help,0.66,I need help.,I need my notebook.,I need my headphones.,I need help.,I need help.,accepted,1,0.82,0.844,5,train
i_02376,user_17,user_17_s07,59,1700087912,aphasia_word_finding,I need... door...,3,1.4;1.1,0,0,,,0.0,I need my blanket.,I need my headphones.,I need my keys.,I need my blanket.,I need my keys.,rejected,-1,0.95,0.685,7,train
i_02377,user_18,user_18_s07,59,1700087949,cognitive_fatigue,I need... that... thing...,4,0.7;1.2,0,1,blanket;phone,phone,0.73,I need my notebook.,I need my blanket.,I need my phone.,I need my phone.,I need my phone.,accepted,1,0.95,0.904,7,train
i_02378,user_19,user_19_s07,59,1700087986,aphasia_word_finding,loud...,1,2.5;0.9,0,1,quiet;water,quiet,0.67,It is too loud.,I need my glasses.,I need some water.,It is too loud.,It is too loud.,accepted,1,0.95,0.886,6,train
i_02379,user_20,user_20_s07,59,1700088023,prefer_not_to_say,uh... stuck... stuck...,3,0.7;1.3,0,1,notebook;help,help,0.61,I need my jacket.,I need my notebook.,I need help.,I need help.,I need help.,accepted,1,0.95,0.868,14,train
i_02380,user_21,user_21_s07,59,1700088060,aphasia_word_finding,I... um... loud...,3,2.5;2.0,0,0,,,0.0,It is too loud.,I need my charger.,I need my glasses.,It is too loud.,It is too loud.,accepted,1,0.867,0.66,5,train
i_02381,user_22,user_22_s07,59,1700088097,cognitive_fatigue,can you get... black...,4,2.3;0.8,0,1,headphones;phone,,0.0,I need some water.,I need my headphones.,I need my phone.,I need some water.,I need my phone.,rejected,-1,0.279,0.484,2,train
i_02382,user_23,user_23_s07,59,1700088134,aac,I want... that... stop...,4,2.3;0.9,1,1,break;phone,break,0.9,I need some water.,I need a break.,I need my phone.,I need a break.,I need a break.,accepted,1,0.95,0.955,7,train
i_02383,user_24,user_24_s07,59,1700088171,prefer_not_to_say,uh... thing... thing...,3,1.1,0,1,water;phone,,0.0,I need some water.,I need my notebook.,I need my phone.,I need some water.,I need my phone.,rejected,-1,0.08,0.424,1,train
i_02384,user_25,user_25_s07,59,1700088208,cognitive_fatigue,I... um... stop...,3,1.4;0.7,0,0,,,0.0,I need my keys.,I need my jacket.,I need a break.,I need my keys.,I need a break.,rejected,-1,0.95,0.685,7,train
i_02385,user_26,user_26_s07,59,1700088245,cognitive_fatigue,I need... that... cable...,4,2.8,0,1,glasses;charger,charger,0.67,I need my glasses.,I need my headphones.,I need my charger.,I need my glasses.,I need my charger.,rejected,-1,0.95,0.886,6,train
i_02386,user_27,user_27_s07,59,1700088282,prefer_not_to_say,people...,1,1.0,1,1,blanket;alone,alone,0.73,I need my blanket.,I need my charger.,I want to be alone for a bit.,I need my blanket.,I want to be alone for a bit.,rejected,-1,0.95,0.904,10,train
i_02387,user_28,user_28_s07,59,1700088319,prefer_not_to_say,I need... that... app...,4,2.6;1.6,0,1,tablet;water,,0.0,I need my headphones.,I need my tablet.,I need some water.,I need my tablet.,I need my tablet.,accepted,1,0.613,0.584,4,train
i_02388,user_29,user_29_s07,59,1700088356,aphasia_word_finding,I need... that... cannot...,4,1.5;1.6,0,1,phone;help,,0.0,I need my phone.,I need help.,I need my charger.,I need my phone.,I need help.,rejected,-1,0.821,0.646,5,train
i_02389,user_30,user_30_s07,59,1700088393,other,I need... that... screen...,4,2.7,0,1,jacket;tablet,,0.0,I need my tablet.,I need my jacket.,I need my keys.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.685,9,train
i_02390,user_31,user_31_s07,59,1700088430,cognitive_fatigue,I need... blue...,3,2.3;0.9,1,1,blanket;headphones,headphones,0.88,I need my headphones.,I need my notebook.,I need my blanket.,I need my headphones.,I need my headphones.,accepted,1,0.95,0.949,10,train
i_02391,user_32,user_32_s07,59,1700088467,cognitive_fatigue,can you get... book...,4,1.6;1.6,0,1,keys;notebook,,0.0,I need my keys.,I need my notebook.,I need my jacket.,I need my keys.,I need my notebook.,rejected,-1,0.128,0.438,1,train
i_02392,user_33,user_33_s07,59,1700088504,other,can you get... crowd...,4,1.8,0,0,,,0.0,I need my keys.,I need my blanket.,I want to be alone for a bit.,I need my keys.,I want to be alone for a bit.,rejected,-1,0.862,0.659,5,train
i_02393,user_34,user_34_s07,59,1700088541,speech_language,uh... door... door...,3,2.6;0.9,0,1,keys;tablet,,0.0,I need my keys.,I need my blanket.,I need my tablet.,I need my keys.,I need my keys.,accepted,1,0.474,0.542,3,train
i_02394,user_35,user_35_s07,59,1700088578,aphasia_word_finding,uh... app... app...,3,2.6,0,1,tablet;charger,tablet,0.6,I need some water.,I need my tablet.,I need my charger.,I need my tablet.,I need my tablet.,accepted,1,0.262,0.659,2,train
i_02395,user_36,user_36_s07,59,1700088615,cognitive_fatigue,I need... that... loud...,4,2.7,0,0,,,0.0,I need my phone.,It is too loud.,I need my blanket.,I need my phone.,It is too loud.,rejected,-1,0.95,0.685,11,train
i_02396,user_37,user_37_s07,59,1700088652,autism_neurodivergent,read...,1,2.2,0,1,glasses;notebook,,0.0,I need my notebook.,I need my glasses.,I need my jacket.,I need my notebook.,I need my glasses.,rejected,-1,0.95,0.685,8,train
i_02397,user_38,user_38_s07,59,1700088689,autism_neurodivergent,can we... tired...,3,1.5;1.8,0,0,,,0.0,I need my charger.,I need a break.,I need my jacket.,I need my charger.,I need a break.,rejected,-1,0.95,0.685,6,train
i_02398,user_39,user_39_s07,59,1700088726,prefer_not_to_say,uh... stop... stop...,3,1.5,0,1,keys;break,,0.0,I need a break.,I need my keys.,I need some water.,I need some water.,I need a break.,rejected,-1,0.846,0.654,5,train
